time,Ax,Ay,Az,Gx,Gy,Gz
0.18468913857677902,-1.1675034000000002,0.0125538,0.39873260000000005,-9.38,-6.58,3.78
0.18870411985018726,-1.1704924,0.0185318,0.4118842,-1.68,-9.31,1.47
0.1927191011235955,-1.171688,0.023314200000000004,0.4178622000000001,3.43,-12.81,2.38
0.19673408239700374,-1.1698946000000001,0.03168340000000001,0.430416,6.86,-14.7,2.31
0.20074906367041198,-1.1752748000000002,0.0352702,0.43280720000000006,7.07,-12.88,0.91
0.20476404494382022,-1.1770682000000001,0.04543280000000001,0.42981820000000004,18.83,-11.69,2.03
0.20877902621722846,-1.1752748000000002,0.0520086,0.4292204,8.4,-11.48,3.57
0.2127940074906367,-1.1728836,0.052606400000000005,0.42802480000000004,14.98,-8.47,2.45
0.21680898876404495,-1.1710902,0.054399800000000005,0.4268292000000001,8.89,-6.51,1.19
0.2208239700374532,-1.1633188,0.054399800000000005,0.42742700000000006,0.49,-5.6,0.84
0.2248389513108614,-1.1555474000000001,0.04901960000000001,0.430416,-6.23,-4.34,0.49
0.22885393258426964,-1.1513628,0.04483500000000001,0.430416,-2.45,-2.38,0.56
0.23286891385767788,-1.141798,0.039454800000000005,0.4322094000000001,-14.28,-2.45,2.31
0.23688389513108613,-1.1352222,0.035868000000000004,0.43280720000000006,-9.59,-1.47,3.22
0.24089887640449437,-1.1352222,0.0364658,0.4316116,-8.05,-0.21,2.59
0.2449138576779026,-1.1364178,0.037661400000000005,0.4310138,-10.01,-0.35,1.61
0.24892883895131085,-1.13582,0.038857,0.4292204,-14.7,-0.84,-0.21
0.2529438202247191,-1.1394068,0.042443800000000004,0.4268292000000001,-11.83,-0.28,-1.89
0.25695880149812733,-1.1465804000000002,0.04662840000000001,0.4256336,-3.5,0.56,-3.43
0.26097378277153555,-1.1471782000000001,0.04662840000000001,0.42443800000000004,-5.74,-0.07,-3.64
0.2649887640449438,-1.1465804000000002,0.0460306,0.42384020000000006,-10.57,-0.98,-3.57
0.269003745318352,-1.1465804000000002,0.04543280000000001,0.42384020000000006,-10.92,-1.19,-3.85
0.2730187265917603,-1.1537540000000002,0.044237200000000004,0.4214490000000001,-4.55,0.07,-4.06
0.2770337078651685,-1.1549496000000001,0.042443800000000004,0.4196556,-8.12,-0.42,-4.2
0.2810486891385768,-1.1519606,0.038857,0.41726440000000004,-12.53,-1.12,-3.99
0.285063670411985,-1.1531562,0.037661400000000005,0.4112864,-4.97,0.84,-4.06
0.28907865168539326,-1.1537540000000002,0.0382592,0.40769960000000005,-2.52,1.89,-3.43
0.2930936329588015,-1.1519606,0.038857,0.4017216,-2.31,2.03,-2.66
0.29710861423220974,-1.1483738000000001,0.04005260000000001,0.397537,-6.23,1.4,-2.1
0.30112359550561796,-1.1471782000000001,0.04005260000000001,0.39395020000000003,-5.53,1.19,-1.68
0.3051385767790262,-1.144787,0.037661400000000005,0.38857,-10.92,1.47,-1.54
0.30915355805243444,-1.1435914,0.035868000000000004,0.38438540000000004,-14.14,2.24,-0.91
0.3131685393258427,-1.1400046000000001,0.0334768,0.37541840000000004,-24.99,1.47,-0.07
0.3171835205992509,-1.1370156,0.029890000000000003,0.367647,-25.200001,2.31,1.68
0.3211985018726592,-1.1406024000000001,0.0274988,0.35927780000000004,-14.07,5.74,3.64
0.3252134831460674,-1.1501672,0.028096600000000003,0.3509086,2.31,8.75,4.76
0.3292284644194756,-1.150765,0.0310856,0.34373500000000007,6.86,10.22,6.3
0.3332434456928839,-1.1477760000000001,0.0322812,0.34134380000000003,0.42,9.03,8.19
0.3372584269662921,-1.144787,0.035868000000000004,0.34134380000000003,0.91,8.05,8.68
0.34127340823970037,-1.1483738000000001,0.0406504,0.3419416,10.71,7.98,8.33
0.3452883895131086,-1.1543518000000001,0.04543280000000001,0.3425394,11.41,6.93,7.0
0.34930337078651685,-1.1585364,0.04901960000000001,0.34493060000000003,5.6,4.41,5.25
0.35331835205992507,-1.1645144,0.0520086,0.3473218,4.48,2.87,3.22
0.35733333333333334,-1.1681012,0.0532042,0.3479196,5.53,2.45,1.19
0.36134831460674155,-1.1752748000000002,0.056193200000000006,0.3473218,5.32,2.59,-0.63
0.3653632958801498,-1.1788616,0.05978000000000001,0.34612620000000005,7.14,3.43,-1.26
0.36937827715355803,-1.1794594,0.0621712,0.34612620000000005,6.93,3.57,-1.47
0.3733932584269663,-1.1788616,0.0645624,0.34612620000000005,7.77,3.64,-1.61
0.3774082397003745,-1.1752748000000002,0.065758,0.34672400000000003,2.87,3.64,-1.19
0.3814232209737828,-1.174677,0.0669536,0.3473218,1.89,3.64,-1.33
0.385438202247191,-1.1728836,0.068747,0.3485174,2.45,3.22,-1.26
0.3894531835205992,-1.171688,0.0705404,0.34971300000000005,3.5,2.94,-1.33
0.3934681647940075,-1.171688,0.0711382,0.34971300000000005,3.43,2.87,-1.33
0.3974831460674157,-1.1728836,0.0705404,0.35210420000000003,-0.14,2.45,-1.96
0.40149812734082396,-1.1752748000000002,0.06994260000000001,0.35569100000000003,0.7,1.75,-2.59
0.4055131086142322,-1.177666,0.06994260000000001,0.3580822000000001,-0.63,1.12,-3.85
0.40952808988764045,-1.1800572,0.06994260000000001,0.3622668,-3.64,-0.14,-5.67
0.41354307116104866,-1.1830462000000002,0.0693448,0.36406020000000006,-2.17,-0.84,-6.37
0.41755805243445693,-1.1836440000000001,0.068747,0.3628646,-2.31,-0.91,-6.93
0.42157303370786514,-1.1830462000000002,0.0675514,0.36047340000000005,0.63,-0.28,-6.51
0.4255880149812734,-1.1800572,0.0663558,0.3574844,1.89,0.14,-5.32
0.4296029962546816,-1.1770682000000001,0.06516020000000002,0.3574844,-3.22,-0.49,-4.48
0.4336179775280899,-1.1722858,0.06336680000000001,0.3568866,-1.68,0.0,-3.64
0.4376329588014981,-1.1704924,0.06336680000000001,0.35509320000000005,-1.19,0.49,-2.66
0.4416479400749064,-1.16571,0.0621712,0.3562888,-4.62,-0.35,-1.4
0.4456629213483146,-1.1621232000000001,0.059182200000000004,0.3580822000000001,-5.32,-0.91,-0.35
0.4496779026217228,-1.1621232000000001,0.057986600000000006,0.3580822000000001,-1.82,-0.49,-0.14
0.45369288389513107,-1.1609276000000002,0.056193200000000006,0.3574844,-5.04,-0.56,0.98
0.4577078651685393,-1.159732,0.053802,0.35509320000000005,-5.25,-0.7,2.17
0.46172284644194755,-1.159732,0.0514108,0.35389760000000003,-5.18,-0.91,2.38
0.46573782771535577,-1.1621232000000001,0.0496174,0.35031080000000003,-6.72,-0.7,1.89
0.46975280898876404,-1.1639166,0.04901960000000001,0.34672400000000003,-5.11,-0.35,2.1
0.47376779026217225,-1.1645144,0.0484218,0.34433280000000005,-6.79,-0.84,2.45
0.4777827715355805,-1.1639166,0.047824,0.3419416,-8.12,-1.33,2.59
0.48179775280898873,-1.1639166,0.0484218,0.33895260000000005,-13.37,-1.75,3.08
0.485812734082397,-1.1615254000000002,0.0496174,0.3365614,-24.780001,-2.31,4.48
0.4898277153558052,-1.1627210000000001,0.0514108,0.3311812,-27.299999,-1.89,4.41
0.4938426966292135,-1.1698946000000001,0.052606400000000005,0.3222142,-25.200001,-0.49,3.64
0.4978576779026217,-1.1728836,0.0532042,0.3162362,-26.32,0.35,3.15
0.50187265917603,-1.1734814,0.053802,0.3042802,-26.389999,0.98,3.85
0.5058876404494382,-1.1740792,0.053802,0.292922,-28.0,0.91,3.08
0.5099026217228464,-1.1794594,0.053802,0.2821616,-28.0,0.7,1.89
0.5139176029962547,-1.189622,0.0532042,0.27379240000000005,-16.1,1.54,-0.07
0.5179325842696629,-1.2003824,0.054399800000000005,0.2642276,-4.83,2.38,-1.75
0.5219475655430711,-1.2033714,0.0555954,0.26064080000000006,-9.66,0.98,-2.87
0.5259625468164794,-1.2063604,0.057388800000000004,0.25346720000000006,-13.58,-0.28,-3.15
0.5299775280898876,-1.2069582,0.0585844,0.2445002,-13.23,-0.84,-2.59
0.5339925093632959,-1.2099472000000002,0.05978000000000001,0.2325442,2.31,0.98,-2.1
0.538007490636704,-1.2063604,0.06157340000000001,0.21939260000000002,-11.27,-0.35,-1.96
0.5420224719101123,-1.2009802,0.06157340000000001,0.21042560000000002,-23.24,-1.82,-0.98
0.5460374531835206,-1.2009802,0.06157340000000001,0.2056432,-14.91,-0.42,0.07
0.5500524344569289,-1.2039692000000002,0.06157340000000001,0.194285,-10.5,0.56,-0.14
0.554067415730337,-1.2057626000000001,0.060975600000000005,0.185318,-13.3,0.07,-0.91
0.5580823970037453,-1.207556,0.060975600000000005,0.17694880000000002,-6.16,0.7,-0.91
0.5620973782771536,-1.2087516,0.0603778,0.1691774,-5.18,0.56,-1.12
0.5661123595505618,-1.207556,0.0603778,0.1620038,-5.6,-0.14,-1.26
0.57012734082397,-1.2069582,0.0603778,0.158417,-7.49,-0.7,-1.05
0.5741423220973783,-1.2039692000000002,0.059182200000000004,0.152439,-13.23,-1.75,-0.35
0.5781573033707865,-1.2057626000000001,0.0585844,0.1422764,-3.08,0.14,-0.28
0.5821722846441947,-1.2087516,0.057986600000000006,0.1321138,-9.66,-0.35,-1.33
0.586187265917603,-1.2093494,0.057388800000000004,0.1243424,-8.47,-0.42,-1.61
0.5902022471910112,-1.2093494,0.056791,0.11597320000000001,-5.39,0.14,-0.98
0.5942172284644195,-1.2099472000000002,0.056193200000000006,0.1129842,-3.29,0.21,-0.7
0.5982322097378276,-1.2111428000000002,0.056193200000000006,0.10700620000000001,-5.53,-0.35,-1.26
0.6022471910112359,-1.2111428000000002,0.056193200000000006,0.10162600000000001,-6.02,-0.42,-1.26
0.6062621722846442,-1.2117406000000002,0.056193200000000006,0.095648,-1.68,0.42,-1.12
0.6102771535580525,-1.2123384000000001,0.056193200000000006,0.08847440000000001,-3.08,0.91,-1.4
0.6142921348314606,-1.2123384000000001,0.0555954,0.0854854,-3.71,0.7,-1.54
0.6183071161048689,-1.2117406000000002,0.0555954,0.0813008,-3.15,0.63,-1.33
0.6223220973782772,-1.2117406000000002,0.0549976,0.0771162,-5.18,0.35,-1.26
0.6263370786516854,-1.210545,0.0532042,0.07352940000000001,-2.8,0.42,-1.12
0.6303520599250936,-1.2111428000000002,0.052606400000000005,0.068747,-2.24,0.56,-1.26
0.6343670411985018,-1.2117406000000002,0.0520086,0.0639646,-2.52,0.84,-1.47
0.6383820224719101,-1.2117406000000002,0.0514108,0.0621712,-6.02,0.42,-1.75
0.6423970037453184,-1.2117406000000002,0.050813000000000004,0.059182200000000004,-5.04,0.63,-1.82
0.6464119850187265,-1.2135340000000001,0.050813000000000004,0.054399800000000005,-2.17,1.26,-1.89
0.6504269662921348,-1.2141318,0.0502152,0.0496174,-1.96,1.19,-1.89
0.6544419475655431,-1.2159252,0.0502152,0.04543280000000001,-2.24,1.33,-1.89
0.6584569288389512,-1.2177186000000002,0.0496174,0.0406504,1.19,1.96,-2.03
0.6624719101123595,-1.2183164,0.0496174,0.0382592,4.62,2.59,-2.17
0.6664868913857678,-1.2171208,0.0484218,0.0352702,-0.91,1.89,-1.89
0.670501872659176,-1.2147296,0.047824,0.0346724,-0.42,1.4,-1.12
0.6745168539325842,-1.2141318,0.047824,0.0334768,1.26,1.4,-0.7
0.6785318352059925,-1.2141318,0.047824,0.0322812,4.2,1.61,-0.49
0.6825468164794007,-1.2117406000000002,0.04662840000000001,0.032879,1.68,0.98,-0.49
0.686561797752809,-1.210545,0.04662840000000001,0.0334768,0.91,0.63,-0.21
0.6905767790262172,-1.2087516,0.04662840000000001,0.034074600000000003,2.59,0.63,0.63
0.6945917602996254,-1.2063604,0.0460306,0.034074600000000003,2.59,0.21,1.26
0.6986067415730337,-1.2051648000000001,0.04483500000000001,0.0352702,3.15,-0.07,1.33
0.702621722846442,-1.2063604,0.044237200000000004,0.035868000000000004,3.29,-0.42,0.98
0.7066367041198501,-1.2069582,0.04363940000000001,0.0352702,0.35,-0.56,0.91
0.7106516853932584,-1.2081538,0.04363940000000001,0.034074600000000003,2.24,0.14,1.12
0.7146666666666667,-1.2111428000000002,0.042443800000000004,0.034074600000000003,3.22,0.7,0.91
0.7186816479400748,-1.2147296,0.04184600000000001,0.034074600000000003,2.31,0.98,-0.28
0.7226966292134831,-1.2183164,0.04184600000000001,0.0346724,2.1,0.7,-1.4
0.7267116104868914,-1.2183164,0.04184600000000001,0.0370636,3.15,-0.28,-1.68
0.7307265917602996,-1.2171208,0.042443800000000004,0.037661400000000005,2.03,-0.7,-1.68
0.7347415730337078,-1.2159252,0.043041600000000006,0.0370636,0.56,-0.77,-0.91
0.7387565543071161,-1.2129362000000001,0.04363940000000001,0.037661400000000005,-0.14,-0.49,0.07
0.7427715355805243,-1.2123384000000001,0.04543280000000001,0.0382592,2.59,0.07,0.77
0.7467865168539326,-1.2129362000000001,0.04722620000000001,0.039454800000000005,2.31,0.07,0.98
0.7508014981273408,-1.2123384000000001,0.0484218,0.0406504,1.75,-0.28,1.26
0.754816479400749,-1.2117406000000002,0.0484218,0.0406504,2.52,-0.63,1.33
0.7588314606741573,-1.2111428000000002,0.047824,0.043041600000000006,-1.47,-1.47,1.05
0.7628464419475656,-1.2117406000000002,0.04662840000000001,0.043041600000000006,-0.42,-0.77,0.84
0.7668614232209737,-1.2141318,0.04543280000000001,0.04184600000000001,-0.56,0.49,0.42
0.770876404494382,-1.2171208,0.04543280000000001,0.04005260000000001,-0.84,0.98,0.0
0.7748913857677903,-1.2207076000000001,0.0460306,0.04005260000000001,0.56,1.4,-0.7
0.7789063670411984,-1.2213054,0.04662840000000001,0.0406504,0.14,0.77,-0.84
0.7829213483146067,-1.2207076000000001,0.047824,0.042443800000000004,-0.42,0.28,-0.56
0.786936329588015,-1.2189142000000002,0.04901960000000001,0.043041600000000006,-1.68,-0.07,-0.07
0.7909513108614232,-1.2177186000000002,0.04901960000000001,0.043041600000000006,-0.49,-0.28,0.21
0.7949662921348314,-1.2171208,0.04901960000000001,0.04363940000000001,0.84,-0.07,0.28
0.7989812734082397,-1.2171208,0.0496174,0.043041600000000006,0.77,0.35,0.07
0.8029962546816479,-1.2171208,0.0496174,0.043041600000000006,0.77,0.77,-0.28
0.8070112359550562,-1.216523,0.0496174,0.043041600000000006,-0.07,0.63,-0.14
0.8110262172284644,-1.216523,0.0502152,0.04483500000000001,-0.14,-0.14,0.0
0.8150411985018726,-1.2147296,0.0496174,0.04662840000000001,-1.61,-0.63,0.0
0.8190561797752809,-1.216523,0.0496174,0.0460306,0.07,-0.21,-0.49
0.8230711610486892,-1.2171208,0.0496174,0.04543280000000001,0.21,0.21,-0.98
0.8270861423220973,-1.2171208,0.0496174,0.04543280000000001,0.77,0.56,-0.91
0.8311011235955056,-1.216523,0.0496174,0.044237200000000004,0.14,0.84,-0.91
0.8351161048689139,-1.216523,0.0496174,0.04483500000000001,-0.77,0.28,-0.91
0.839131086142322,-1.216523,0.050813000000000004,0.0460306,-0.84,0.07,-1.19
0.8431460674157303,-1.2153274,0.050813000000000004,0.0460306,-0.91,-0.42,-0.91
0.8471610486891386,-1.2141318,0.050813000000000004,0.04483500000000001,-0.28,-0.42,-0.49
0.8511760299625468,-1.2141318,0.050813000000000004,0.04363940000000001,0.63,0.35,-1.05
0.855191011235955,-1.2153274,0.050813000000000004,0.04005260000000001,1.12,1.19,-1.33
0.8592059925093632,-1.2153274,0.050813000000000004,0.0382592,1.4,1.68,-1.19
0.8632209737827715,-1.2135340000000001,0.0496174,0.0370636,1.12,1.82,-0.49
0.8672359550561798,-1.2111428000000002,0.0496174,0.0364658,1.19,1.82,0.63
0.8712509363295879,-1.2117406000000002,0.0520086,0.0352702,4.2,1.89,1.33
0.8752659176029962,-1.2117406000000002,0.0532042,0.0352702,5.74,1.4,2.17
0.8792808988764045,-1.210545,0.054399800000000005,0.035868000000000004,3.08,0.21,3.15
0.8832958801498128,-1.207556,0.053802,0.0382592,-0.21,-0.42,3.78
0.8873108614232209,-1.2081538,0.0520086,0.04005260000000001,0.91,0.0,3.71
0.8913258426966292,-1.2123384000000001,0.0502152,0.04184600000000001,3.29,0.77,2.59
0.8953408239700374,-1.2159252,0.047824,0.042443800000000004,3.08,1.4,0.84
0.8993558052434456,-1.2159252,0.04662840000000001,0.042443800000000004,0.77,1.82,-0.14
0.9033707865168539,-1.216523,0.04483500000000001,0.0406504,1.12,3.43,-0.98
0.9073857677902621,-1.2177186000000002,0.04363940000000001,0.039454800000000005,0.49,3.71,-1.54
0.9114007490636704,-1.2171208,0.04363940000000001,0.041248200000000006,0.42,3.5,-1.96
0.9154157303370786,-1.2153274,0.04363940000000001,0.042443800000000004,0.56,3.01,-1.68
0.9194307116104868,-1.2141318,0.04483500000000001,0.043041600000000006,0.56,2.87,-0.84
0.9234456928838951,-1.2129362000000001,0.04662840000000001,0.043041600000000006,-0.56,2.8,-0.77
0.9274606741573034,-1.2147296,0.0484218,0.043041600000000006,1.96,3.29,-0.98
0.9314756554307115,-1.216523,0.0496174,0.042443800000000004,2.24,3.43,-1.47
0.9354906367041198,-1.2159252,0.0502152,0.04483500000000001,1.89,2.73,-1.4
0.9395056179775281,-1.2147296,0.0502152,0.04722620000000001,1.26,1.82,-0.77
0.9435205992509363,-1.2141318,0.0502152,0.047824,-0.21,1.54,-0.56
0.9475355805243445,-1.2129362000000001,0.0496174,0.0496174,-0.84,1.05,-0.49
0.9515505617977528,-1.2135340000000001,0.0496174,0.0502152,0.56,1.26,-0.77
0.955565543071161,-1.2135340000000001,0.04901960000000001,0.050813000000000004,0.77,1.61,-0.7
0.9595805243445693,-1.2129362000000001,0.04901960000000001,0.0514108,1.05,1.33,-0.49
0.9635955056179775,-1.2129362000000001,0.04901960000000001,0.054399800000000005,0.98,0.28,-0.35
0.9676104868913857,-1.2129362000000001,0.04901960000000001,0.0555954,0.63,-0.49,-0.14
0.971625468164794,-1.2147296,0.04901960000000001,0.057388800000000004,1.4,-0.84,-0.49
0.9756404494382022,-1.216523,0.04901960000000001,0.057986600000000006,1.33,-1.47,-1.12
0.9796554307116104,-1.216523,0.04901960000000001,0.0585844,0.21,-1.75,-1.12
0.9836704119850187,-1.2159252,0.047824,0.0585844,-0.07,-1.96,-0.91
0.987685393258427,-1.2147296,0.047824,0.0585844,-1.33,-2.17,-0.77
0.9917003745318351,-1.2153274,0.0484218,0.057986600000000006,0.07,-1.68,-0.91
0.9957153558052434,-1.2159252,0.04901960000000001,0.056193200000000006,1.19,-1.33,-0.91
0.9997303370786517,-1.2147296,0.04901960000000001,0.054399800000000005,1.47,-0.84,-0.56
1.00374531835206,-1.2141318,0.0496174,0.0532042,1.05,-0.77,-0.14
1.0077602996254682,-1.2141318,0.0502152,0.0532042,0.91,-0.98,-0.14
1.0117752808988765,-1.2147296,0.0502152,0.0532042,-0.07,-1.19,-0.35
1.0157902621722845,-1.2159252,0.0502152,0.0532042,0.77,-0.98,-0.7
1.0198052434456928,-1.2159252,0.0496174,0.0532042,-0.35,-0.91,-0.91
1.023820224719101,-1.2159252,0.0484218,0.0520086,-0.14,-0.63,-0.63
1.0278352059925093,-1.2153274,0.0484218,0.0520086,-0.56,-0.42,-0.56
1.0318501872659176,-1.2159252,0.047824,0.0514108,-0.21,-0.07,-0.77
1.0358651685393259,-1.2159252,0.047824,0.0514108,-0.84,0.07,-1.05
1.0398801498127341,-1.2159252,0.047824,0.0514108,0.49,0.28,-0.91
1.0438951310861422,-1.2153274,0.0484218,0.0514108,1.12,0.07,-0.63
1.0479101123595504,-1.2141318,0.0484218,0.0520086,-0.49,-0.49,-0.35
1.0519250936329587,-1.2141318,0.0484218,0.052606400000000005,-0.28,-0.21,-0.35
1.055940074906367,-1.2141318,0.0484218,0.052606400000000005,0.0,-0.21,-0.42
1.0599550561797753,-1.2135340000000001,0.0484218,0.052606400000000005,0.07,0.21,-0.14
1.0639700374531835,-1.2129362000000001,0.0484218,0.052606400000000005,0.07,0.42,0.14
1.0679850187265918,-1.2129362000000001,0.0484218,0.0520086,-0.98,0.28,0.14
1.072,-1.2153274,0.047824,0.0532042,-0.14,-0.14,-0.56
